"","STATE","EST","E95L","E95H","EST_F","E95L_F","E95H_F","POP","STROKE","AFFGEOID","StateName.x","ID","StateName.y","StateName","EST_CASES"
"33",22,0.606372221482056,0.114552428079889,1.09819201488422,9.94052822101732,1.87790865704737,18.0031477849873,1595,6.1,"1400000US22033000701","Louisiana (LA)",33,"Louisiana (LA)","Louisiana (LA)",9.6716369326388
"34",22,0.606372221482056,0.114552428079889,1.09819201488422,9.78019712067833,1.84761980774015,17.7127744336165,4853,6.2,"1400000US22033003400","Louisiana (LA)",34,"Louisiana (LA)","Louisiana (LA)",29.4272439085242
"35",22,0.313744830992437,0.0592709080568621,0.568218753928012,9.50741912098294,1.79608812293521,17.2187501190307,2859,3.3,"1400000US22019002500","Louisiana (LA)",35,"Louisiana (LA)","Louisiana (LA)",8.96996471807378
"36",22,0.606372221482056,0.114552428079889,1.09819201488422,9.05033166391129,1.70973773253566,16.3909255952869,4328,6.7,"1400000US22033000200","Louisiana (LA)",36,"Louisiana (LA)","Louisiana (LA)",26.2437897457434
"37",22,0.581941638911461,0.109937139889365,1.05394613793356,8.43393679581827,1.59329188245457,15.274581709182,2894,6.9,"1400000US22033000500","Louisiana (LA)",37,"Louisiana (LA)","Louisiana (LA)",16.8413910300977
"38",22,0.264714820898129,0.0500084344373468,0.479421207358912,8.27233815306655,1.56276357616709,14.981912729966,2263,3.2,"1400000US22089062500","Louisiana (LA)",38,"Louisiana (LA)","Louisiana (LA)",5.99049639692467
"39",22,0.606372221482056,0.114552428079889,1.09819201488422,8.19421920921698,1.54800578486337,14.8404326335706,3206,7.4,"1400000US22033000900","Louisiana (LA)",39,"Louisiana (LA)","Louisiana (LA)",19.4402934207147
"40",22,0.606372221482056,0.114552428079889,1.09819201488422,7.97858186160601,1.50726879052486,14.4498949326872,978,7.6,"1400000US22033000100","Louisiana (LA)",40,"Louisiana (LA)","Louisiana (LA)",5.93032032609451
"41",22,0.606372221482056,0.114552428079889,1.09819201488422,7.97858186160601,1.50726879052486,14.4498949326872,2552,7.6,"1400000US22033001000","Louisiana (LA)",41,"Louisiana (LA)","Louisiana (LA)",15.4746190922221
"42",22,0.313744830992437,0.0592709080568621,0.568218753928012,7.84362077481093,1.48177270142155,14.2054688482003,3630,4,"1400000US22019002600","Louisiana (LA)",42,"Louisiana (LA)","Louisiana (LA)",11.3889373650255
"43",22,0.231255094995527,0.0436874112947256,0.418822778696329,7.45984177404926,1.40927133208792,13.5104122160106,3262,3.1,"1400000US22071000618","Louisiana (LA)",43,"Louisiana (LA)","Louisiana (LA)",7.54354119875409
"44",22,0.231255094995527,0.0436874112947256,0.418822778696329,7.22672171861022,1.36523160296018,13.0882118342603,1147,3.2,"1400000US22087030300","Louisiana (LA)",44,"Louisiana (LA)","Louisiana (LA)",2.6524959395987
"45",22,0.222910314176459,0.042110962257726,0.403709666095192,7.19065529601481,1.358418137346,13.0228924546836,1358,3.1,"1400000US22087030400","Louisiana (LA)",45,"Louisiana (LA)","Louisiana (LA)",3.02712206651632
"46",22,0.231255094995527,0.0436874112947256,0.418822778696329,7.00773015137961,1.32386094832502,12.6915993544342,3702,3.3,"1400000US22071000617","Louisiana (LA)",46,"Louisiana (LA)","Louisiana (LA)",8.56106361673441
"47",22,0.231255094995527,0.0436874112947256,0.418822778696329,7.00773015137961,1.32386094832502,12.6915993544342,1236,3.3,"1400000US22087030500","Louisiana (LA)",47,"Louisiana (LA)","Louisiana (LA)",2.85831297414471
"48",22,0.35542117969522,0.0671441693446885,0.643698190045752,6.96904273912197,1.31655234009193,12.621533138152,2596,5.1,"1400000US22033005100","Louisiana (LA)",48,"Louisiana (LA)","Louisiana (LA)",9.22673382488792
"49",22,0.150838861054473,0.02849562887357,0.273182093235375,6.85631186611239,1.29525585788955,12.4173678743352,2403,2.2,"1400000US22087030208","Louisiana (LA)",49,"Louisiana (LA)","Louisiana (LA)",3.62465783113898
"50",22,0.210005915912003,0.0396731359495051,0.380338695874501,6.5626848722501,1.23978549842203,11.8855842460782,1118,3.2,"1400000US22087030601","Louisiana (LA)",50,"Louisiana (LA)","Louisiana (LA)",2.3478661398962
"51",22,0.231255094995527,0.0436874112947256,0.418822778696329,6.42375263876464,1.21353920263127,11.633966074898,3860,3.6,"1400000US22071000606","Louisiana (LA)",51,"Louisiana (LA)","Louisiana (LA)",8.92644666682735
"52",22,0.231255094995527,0.0436874112947256,0.418822778696329,6.42375263876464,1.21353920263127,11.633966074898,3353,3.6,"1400000US22071000615","Louisiana (LA)",52,"Louisiana (LA)","Louisiana (LA)",7.75398333520002
"53",22,0.231255094995527,0.0436874112947256,0.418822778696329,6.42375263876464,1.21353920263127,11.633966074898,3257,3.6,"1400000US22071000616","Louisiana (LA)",53,"Louisiana (LA)","Louisiana (LA)",7.53197844400432
"54",22,0.173309095429039,0.032740579113605,0.313877611744474,6.41885538626072,1.21261404124463,11.6250967312768,2737,2.7,"1400000US22087030207","Louisiana (LA)",54,"Louisiana (LA)","Louisiana (LA)",4.74346994189281
"55",22,0.159488850479501,0.030129736203026,0.288847964755976,6.37955401918004,1.20518944812104,11.553918590239,1795,2.5,"1400000US22087030206","Louisiana (LA)",55,"Louisiana (LA)","Louisiana (LA)",2.86282486610704
"56",22,0.231255094995527,0.0436874112947256,0.418822778696329,6.25013770258181,1.1807408458034,11.3195345593602,3584,3.7,"1400000US22071000607","Louisiana (LA)",56,"Louisiana (LA)","Louisiana (LA)",8.28818260463969
"57",22,0.207694260261018,0.0392364309714015,0.376152089550635,6.10865471355935,1.15401267562945,11.0632967514893,917,3.4,"1400000US22087030603","Louisiana (LA)",57,"Louisiana (LA)","Louisiana (LA)",1.90455636659353
"58",22,0.259442841016723,0.0490124816631129,0.469873200370334,6.03355444224938,1.13982515495611,10.9272837295426,3769,4.3,"1400000US22089062700","Louisiana (LA)",58,"Louisiana (LA)","Louisiana (LA)",9.7784006779203
"59",22,0.221741935247718,0.0418902386848725,0.401593631810564,5.83531408546627,1.10237470223349,10.568253468699,1538,3.8,"1400000US22087030700","Louisiana (LA)",59,"Louisiana (LA)","Louisiana (LA)",3.41039096410991
"60",22,0.150838861054473,0.02849562887357,0.273182093235375,5.80149465594125,1.09598572590654,10.507003585976,1424,2.6,"1400000US22071000612","Louisiana (LA)",60,"Louisiana (LA)","Louisiana (LA)",2.14794538141569
"61",22,0.22005789908435,0.0415721000488105,0.398543698119889,5.790997344325,1.09400263286343,10.4879920557866,2159,3.8,"1400000US22087030602","Louisiana (LA)",61,"Louisiana (LA)","Louisiana (LA)",4.75105004123111
"62",22,0.38358756835003,0.0724652049995939,0.694709931700466,5.4026418077469,1.02063669013513,9.78464692535867,2348,7.1,"1400000US22033005300","Louisiana (LA)",62,"Louisiana (LA)","Louisiana (LA)",9.0066361048587
"63",22,0.201529853425554,0.0380718859186139,0.364987820932493,5.3034171954093,1.00189173470037,9.60494265611824,3409,3.8,"1400000US22087030800","Louisiana (LA)",63,"Louisiana (LA)","Louisiana (LA)",6.87015270327712
"64",22,0.160721643032898,0.0303626284354,0.291080657630397,5.1845691300935,0.979439626948386,9.38969863323861,2683,3.1,"1400000US22087030209","Louisiana (LA)",64,"Louisiana (LA)","Louisiana (LA)",4.31216168257266
"65",22,0.176785902626738,0.0333973979657098,0.320174407287767,4.20918815777948,0.795176142040709,7.62320017351826,2936,4.2,"1400000US22087030203","Louisiana (LA)",65,"Louisiana (LA)","Louisiana (LA)",5.19043410112104
"66",22,0.231255094995527,0.0436874112947256,0.418822778696329,3.98715681026771,0.753231229219408,7.22108239131601,3211,5.8,"1400000US22071000604","Louisiana (LA)",66,"Louisiana (LA)","Louisiana (LA)",7.42560110030638
"67",22,0.313744830992437,0.0592709080568621,0.568218753928012,3.92181038740546,0.740886350710776,7.10273442410015,1181,8,"1400000US22019000200","Louisiana (LA)",67,"Louisiana (LA)","Louisiana (LA)",3.70532645402068
"68",22,0.231255094995527,0.0436874112947256,0.418822778696329,3.72992088702463,0.704635666043962,6.7552061080053,695,6.2,"1400000US22071000901","Louisiana (LA)",68,"Louisiana (LA)","Louisiana (LA)",1.60722291021891
"69",22,0.217079775983496,0.0410094897902308,0.393150062176762,3.61799626639161,0.683491496503846,6.55250103627937,3809,6,"1400000US22071000611","Louisiana (LA)",69,"Louisiana (LA)","Louisiana (LA)",8.26856866721138
"70",22,0.231255094995527,0.0436874112947256,0.418822778696329,3.61336085930511,0.682615801480088,6.54410591713013,1356,6.4,"1400000US22071000702","Louisiana (LA)",70,"Louisiana (LA)","Louisiana (LA)",3.13581908813935
"71",22,0.150838861054473,0.02849562887357,0.273182093235375,3.27910567509723,0.619470192903696,5.93874115729077,3027,4.6,"1400000US22087030204","Louisiana (LA)",71,"Louisiana (LA)","Louisiana (LA)",4.56589232411889
"72",22,0.0687825206402333,0.0129940067662334,0.124571034514233,2.6454815630859,0.499769491008977,4.79119363516282,2204,2.6,"1400000US22017022600","Louisiana (LA)",72,"Louisiana (LA)","Louisiana (LA)",1.51596675491074
"73",22,0.0543019899757139,0.0102584263937491,0.0983455535576786,2.58580904646256,0.488496494940436,4.68312159798469,4672,2.1,"1400000US22089062301","Louisiana (LA)",73,"Louisiana (LA)","Louisiana (LA)",2.53698897166535
"74",22,0.0687825206402333,0.0129940067662334,0.124571034514233,2.45651859429405,0.464071670222622,4.44896551836547,2824,2.8,"1400000US22017021600","Louisiana (LA)",74,"Louisiana (LA)","Louisiana (LA)",1.94241838288019
"75",22,0.0905033166370127,0.0170973773249598,0.163909255949065,2.3205978624875,0.438394290383586,4.20280143459142,3135,3.9,"1400000US22121020200","Louisiana (LA)",75,"Louisiana (LA)","Louisiana (LA)",2.83727897657035
"76",22,0.0905033166370127,0.0170973773249598,0.163909255949065,2.26258291592532,0.427434433123996,4.09773139872664,3805,4,"1400000US22033003000","Louisiana (LA)",76,"Louisiana (LA)","Louisiana (LA)",3.44365119803833
"77",22,0.0543019899757139,0.0102584263937491,0.0983455535576786,1.8100663325238,0.341947546458305,3.27818511858929,3858,3,"1400000US22089062100","Louisiana (LA)",77,"Louisiana (LA)","Louisiana (LA)",2.09497077326304
"78",22,0.0905033166370127,0.0170973773249598,0.163909255949065,1.74044839686563,0.328795717787689,3.15210107594357,3245,5.2,"1400000US22121020100","Louisiana (LA)",78,"Louisiana (LA)","Louisiana (LA)",2.93683262487106
"79",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.67762245463984,0.316926994298376,3.0383179149813,1390,4.1,"1400000US22017021000","Louisiana (LA)",79,"Louisiana (LA)","Louisiana (LA)",0.956077036899243
"80",22,0.0905033166370127,0.0170973773249598,0.163909255949065,1.58777748485987,0.29995398815719,2.87560098156255,1495,5.7,"1400000US22033005200","Louisiana (LA)",80,"Louisiana (LA)","Louisiana (LA)",1.35302458372334
"81",22,0.0543019899757139,0.0102584263937491,0.0983455535576786,1.46762135069497,0.277254767398626,2.65798793399131,1050,3.7,"1400000US22089063000","Louisiana (LA)",81,"Louisiana (LA)","Louisiana (LA)",0.570170894744995
"82",22,0.0543019899757139,0.0102584263937491,0.0983455535576786,1.35754974939285,0.256460659843729,2.45863883894196,2096,4,"1400000US22089062900","Louisiana (LA)",82,"Louisiana (LA)","Louisiana (LA)",1.13816970989096
"83",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.32274078154295,0.249884745504489,2.39559681758141,4464,5.2,"1400000US22017023400","Louisiana (LA)",83,"Louisiana (LA)","Louisiana (LA)",3.07045172138001
"84",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.14637534400389,0.216566779437224,2.07618390857055,3851,6,"1400000US22017022200","Louisiana (LA)",84,"Louisiana (LA)","Louisiana (LA)",2.64881486985538
"85",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.1275823055776,0.213016504364482,2.04214810679071,4750,6.1,"1400000US22017023700","Louisiana (LA)",85,"Louisiana (LA)","Louisiana (LA)",3.26716973041108
"86",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.10939549419731,0.209580754294087,2.00921023410054,1173,6.2,"1400000US22017023200","Louisiana (LA)",86,"Louisiana (LA)","Louisiana (LA)",0.806818967109937
"87",22,0.0543019899757139,0.0102584263937491,0.0983455535576786,1.08603979951428,0.205168527874983,1.96691107115357,1917,5,"1400000US22089062200","Louisiana (LA)",87,"Louisiana (LA)","Louisiana (LA)",1.04096914783443
"88",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.07472688500365,0.203031355722397,1.94642241428489,2238,6.4,"1400000US22017022400","Louisiana (LA)",88,"Louisiana (LA)","Louisiana (LA)",1.53935281192842
"89",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.0421594036399,0.196878890397476,1.88743991688232,913,6.6,"1400000US22017021800","Louisiana (LA)",89,"Louisiana (LA)","Louisiana (LA)",0.62798441344533
"90",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.0421594036399,0.196878890397476,1.88743991688232,3609,6.6,"1400000US22017022500","Louisiana (LA)",90,"Louisiana (LA)","Louisiana (LA)",2.48236116990602
"91",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.02660478567512,0.193940399496021,1.85926917185423,4697,6.7,"1400000US22017022100","Louisiana (LA)",91,"Louisiana (LA)","Louisiana (LA)",3.23071499447176
"92",22,0.0687825206402333,0.0129940067662334,0.124571034514233,1.01150765647402,0.19108833479755,1.83192697815049,1315,6.8,"1400000US22017022000","Louisiana (LA)",92,"Louisiana (LA)","Louisiana (LA)",0.904490146419068
"93",22,0.0687825206402333,0.0129940067662334,0.124571034514233,0.917100275203111,0.173253423549779,1.66094712685644,1058,7.5,"1400000US22017021900","Louisiana (LA)",93,"Louisiana (LA)","Louisiana (LA)",0.727719068373668
"94",22,0.0687825206402333,0.0129940067662334,0.124571034514233,0.905033166318859,0.170973773239913,1.63909255939781,1736,7.6,"1400000US22017023300","Louisiana (LA)",94,"Louisiana (LA)","Louisiana (LA)",1.19406455831445
"95",22,0.0687825206402333,0.0129940067662334,0.124571034514233,0.893279488834199,0.168753334626408,1.61780564304199,1800,7.7,"1400000US22017022300","Louisiana (LA)",95,"Louisiana (LA)","Louisiana (LA)",1.2380853715242
"96",22,0.0687825206402333,0.0129940067662334,0.124571034514233,0.731728942981205,0.138234114534398,1.32522377142801,687,9.4,"1400000US22017020700","Louisiana (LA)",96,"Louisiana (LA)","Louisiana (LA)",0.472535916798403
"97",22,0.0687825206402333,0.0129940067662334,0.124571034514233,0.731728942981205,0.138234114534398,1.32522377142801,1221,9.4,"1400000US22017021700","Louisiana (LA)",97,"Louisiana (LA)","Louisiana (LA)",0.839834577017249
"98",22,0.0687825206402333,0.0129940067662334,0.124571034514233,0.724026533055087,0.136779018591931,1.31127404751824,2508,9.5,"1400000US22017023500","Louisiana (LA)",98,"Louisiana (LA)","Louisiana (LA)",1.72506561765705
"99",22,0.0687825206402333,0.0129940067662334,0.124571034514233,0.701862455512585,0.132591905777892,1.27113300524728,2119,9.8,"1400000US22017023600","Louisiana (LA)",99,"Louisiana (LA)","Louisiana (LA)",1.45750161236654
"100",22,0.0687825206402333,0.0129940067662334,0.124571034514233,0.674338437649346,0.127392223198367,1.22128465210033,713,10.2,"1400000US22017025200","Louisiana (LA)",100,"Louisiana (LA)","Louisiana (LA)",0.490419372164864
"101",22,0.0100157003739477,0.00189210975719197,0.0181392909907035,0.250392509348693,0.0473027439297992,0.453482274767587,5645,4,"1400000US22015011106","Louisiana (LA)",101,"Louisiana (LA)","Louisiana (LA)",0.565386286109349
"102",28,0.402361597223653,0.07601188889461,0.728711305552696,14.9022813786538,2.81525514424481,26.9893076130628,1861,2.7,"1400000US28059042600","Mississippi (MS)",102,"Mississippi (MS)","Mississippi (MS)",7.48794932433218
"103",28,0.402361597223653,0.07601188889461,0.728711305552696,10.3169640313757,1.94902279216949,18.684905270582,3242,3.9,"1400000US28059042000","Mississippi (MS)",103,"Mississippi (MS)","Mississippi (MS)",13.0445629819908
"104",28,0.402361597223653,0.07601188889461,0.728711305552696,9.3572464470617,1.76771834638628,16.9467745477371,2188,4.3,"1400000US28059042100","Mississippi (MS)",104,"Mississippi (MS)","Mississippi (MS)",8.80367174725353
"105",35,0.121425708992909,0.0229390616912872,0.21991235629453,3.67956693917905,0.695123081554156,6.66401079680395,4542,3.3,"1400000US35015001100","New Mexico (NM)",105,"New Mexico (NM)","New Mexico (NM)",5.51515570245791
"106",35,0.121425708992909,0.0229390616912872,0.21991235629453,3.37293636091413,0.63719615809131,6.10867656373695,4546,3.6,"1400000US35015001000","New Mexico (NM)",106,"New Mexico (NM)","New Mexico (NM)",5.52001273081763
"107",40,0.260414055811989,0.0491959580972953,0.471632153526683,6.85300146873655,1.29463047624461,12.4113724612285,2406,3.8,"1400000US40071000201","Oklahoma (OK)",107,"Oklahoma (OK)","Oklahoma (OK)",6.26556218283646
"108",40,0.260414055811989,0.0491959580972953,0.471632153526683,6.20033466219021,1.17133233564989,11.2293369887305,2714,4.2,"1400000US40071000600","Oklahoma (OK)",108,"Oklahoma (OK)","Oklahoma (OK)",7.06763747473738
"109",40,0.260414055811989,0.0491959580972953,0.471632153526683,5.66117512634759,1.0694773499412,10.252872902754,2855,4.6,"1400000US40071000500","Oklahoma (OK)",109,"Oklahoma (OK)","Oklahoma (OK)",7.43482129343229
"110",40,0.260414055811989,0.0491959580972953,0.471632153526683,5.54072459174445,1.04672251270841,10.0347266707805,1628,4.7,"1400000US40071000400","Oklahoma (OK)",110,"Oklahoma (OK)","Oklahoma (OK)",4.23954082861918
"111",40,0.081076976174646,0.015316606125988,0.146837346223304,3.37820734061025,0.638191921916168,6.11822275930433,1268,2.4,"1400000US40143003200","Oklahoma (OK)",111,"Oklahoma (OK)","Oklahoma (OK)",1.02805605789451
"112",40,0.111978043999696,0.0211542619819392,0.202801826017453,3.02643362161341,0.571736810322681,5.48113043290414,1820,3.7,"1400000US40019892900","Oklahoma (OK)",112,"Oklahoma (OK)","Oklahoma (OK)",2.03800040079447
"113",40,0.091621203952834,0.0173085623064124,0.165933845599256,2.95552270815593,0.558340719561691,5.35270469675018,3460,3.1,"1400000US40143002500","Oklahoma (OK)",113,"Oklahoma (OK)","Oklahoma (OK)",3.17009365676806
"114",40,0.06767334391286,0.0127844673401367,0.122562220485583,2.94231930055913,0.555846406092901,5.32879219502536,1900,2.3,"1400000US40143004400","Oklahoma (OK)",114,"Oklahoma (OK)","Oklahoma (OK)",1.28579353434434
"115",40,0.0873362492288194,0.0164990727710103,0.158173425686629,2.81729836221998,0.532228153903558,5.1023685705364,2015,3.1,"1400000US40143003100","Oklahoma (OK)",115,"Oklahoma (OK)","Oklahoma (OK)",1.75982542196071
"116",40,0.0713326713515484,0.0134757668891441,0.129189575813953,2.74356428275186,0.518298726505541,4.96882983899818,2093,2.6,"1400000US40143004500","Oklahoma (OK)",116,"Oklahoma (OK)","Oklahoma (OK)",1.49299281138791
"117",40,0.103882063061936,0.0196248148185415,0.188139311305331,2.7337385016299,0.516442495224776,4.95103450803503,2148,3.8,"1400000US40143002700","Oklahoma (OK)",117,"Oklahoma (OK)","Oklahoma (OK)",2.23138671457039
"118",40,0.111978043999696,0.0211542619819392,0.202801826017453,2.73117180487064,0.51595760931559,4.94638600042569,4691,4.1,"1400000US40019892600","Oklahoma (OK)",118,"Oklahoma (OK)","Oklahoma (OK)",5.25289004402575
"119",40,0.111978043999696,0.0211542619819392,0.202801826017453,2.66614390475467,0.503672904331886,4.82861490517746,1969,4.2,"1400000US40019893100","Oklahoma (OK)",119,"Oklahoma (OK)","Oklahoma (OK)",2.20484768635402
"120",40,0.0617589582510595,0.0116671548806309,0.111850761621488,2.57328992712748,0.486131453359621,4.66044840089534,1599,2.4,"1400000US40143003300","Oklahoma (OK)",120,"Oklahoma (OK)","Oklahoma (OK)",0.987525742434441
"121",40,0.0617589582510595,0.0116671548806309,0.111850761621488,2.57328992712748,0.486131453359621,4.66044840089534,2637,2.4,"1400000US40143004302","Oklahoma (OK)",121,"Oklahoma (OK)","Oklahoma (OK)",1.62858372908044
"122",40,0.110675973724154,0.0209082821921172,0.20044366525619,2.51536303918531,0.475188231639028,4.5555378467316,2254,4.4,"1400000US40143002900","Oklahoma (OK)",122,"Oklahoma (OK)","Oklahoma (OK)",2.49463644774243
