"","Group.1","EST","E95L","E95H","STROKE","StateName"
"1",1,0.997943496534842,0.188525870026161,1.80736112304352,164146.5,"Alabama (AL)"
"2",5,1.82231079728877,0.344260701843191,3.30036089273435,75189.9,"Arkansas (AR)"
"3",22,5.41368665897329,1.02272322128042,9.80465009666616,1027052.5,"Louisiana (LA)"
"4",28,10.8343953900101,2.04677301290252,19.6220177671178,27076.9,"Mississippi (MS)"
"5",35,3.51951841644039,0.664887615217157,6.37414921766363,31354.2,"New Mexico (NM)"
"6",40,2.68127932666865,0.506532203074202,4.85602645026309,325433,"Oklahoma (OK)"
"7",48,6.30655085795643,1.19139810168497,11.4217036142279,2086440.1,"Texas (TX)"
