"","Group.1","EST","E95L","E95H","StateName"
"1",1,16.3808932153956,3.09458617242492,29.6672002583664,"Alabama (AL)"
"2",5,13.7019366617063,2.58849277455193,24.8153805488606,"Arkansas (AR)"
"3",22,556.014041731516,105.039044122411,1006.98903934062,"Louisiana (LA)"
"4",28,29.3361840535765,5.54202681930601,53.1303412878471,"Mississippi (MS)"
"5",35,11.0351684332755,2.08470192650418,19.9856349400469,"New Mexico (NM)"
"6",40,87.2576775115758,16.4842294443047,158.031125578847,"Oklahoma (OK)"
"7",48,1315.82406027297,248.578077441939,2383.070043104,"Texas (TX)"
